MARQUE_MODELE;ANNEE;CAF_XOF;COTE_EUR_IMPLICITE;PLANCHER;CATEGORIE_TAUX;TAUX_MARGINAL;DROITS_IM4_XOF_depuis_fev2025;NB_DECLARATIONS;FIABILITE_CAF_%
LEXUS RX330;2006;2364533;3604;;A_TOURISME_13CV_PLUS;0.40208;1049331;37;49
TOYOTA RAV 4;2009;4063469;6194;;A_TOURISME_13CV_PLUS;0.40208;1732440;37;35
TOYOTA COROLLA;2010;2636756;4019;;B_TOURISME_STANDARD;0.31598;931762;35;14
KIA SORENTO;2012;4296335;6549;;A_TOURISME_13CV_PLUS;0.40208;1826070;34;35
TOYOTA HIGHLANDER;2011;7946753;12114;;A_TOURISME_13CV_PLUS;0.40208;3293830;34;29
TOYOTA RAV 4;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;34;71
TOYOTA VENZA;2009;4063469;6194;;A_TOURISME_13CV_PLUS;0.40208;1732440;34;41
TOYOTA COROLLA VERSO;2007;1619792;2469;;B_TOURISME_STANDARD;0.31598;610422;32;28
HYUNDAI TUCSON;2016;6733227;10264;;B_TOURISME_STANDARD;0.31598;2226165;31;55
TOYOTA AVENSIS;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;31;55
TOYOTA RAV 4;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;31;81
KIA SPORTAGE;2012;3715811;5664;;A_TOURISME_13CV_PLUS;0.40208;1592653;30;63
NISSAN ALMERA TINO;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;30;67
TOYOTA CAMRY;2010;2738430;4174;;A_TOURISME_13CV_PLUS;0.40208;1199668;30;43
TOYOTA HIGHLANDER;2012;8045147;12264;;A_TOURISME_13CV_PLUS;0.40208;3333393;30;33
TOYOTA RAV4;2006;2280570;3476;;A_TOURISME_13CV_PLUS;0.40208;1015572;30;50
TOYOTA COROLLA;2014;4010993;6114;;B_TOURISME_STANDARD;0.31598;1365994;29;31
TOYOTA RAV 4;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;29;76
HYUNDAI SANTA FE;2014;5634494;8589;;A_TOURISME_13CV_PLUS;0.40208;2364117;28;46
TOYOTA CAMRY;2012;3584619;5464;;A_TOURISME_13CV_PLUS;0.40208;1539904;28;32
TOYOTA COROLLA;2007;2019498;3078;;B_TOURISME_STANDARD;0.31598;736721;27;30
TOYOTA MATRIX;2007;1904049;2902;;B_TOURISME_STANDARD;0.31598;700241;27;15
TOYOTA RAV4;2007;2840760;4330;;A_TOURISME_13CV_PLUS;0.40208;1240813;27;44
TOYOTA YARIS;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;27;67
TOYOTA YARIS;2010;2108709;3214;;B_TOURISME_STANDARD;0.31598;764910;26;35
LEXUS RX350;2010;6372449;9714;;A_TOURISME_13CV_PLUS;0.40208;2660834;25;32
TOYOTA CAMRY;2008;2423569;3694;;A_TOURISME_13CV_PLUS;0.40208;1073069;25;28
TOYOTA HIGHLANDER;2009;6060868;9239;;A_TOURISME_13CV_PLUS;0.40208;2535554;25;40
TOYOTA HIGHLANDER;2010;6716828;10239;;A_TOURISME_13CV_PLUS;0.40208;2799302;25;60
TOYOTA RAV4;2013;5749287;8764;;A_TOURISME_13CV_PLUS;0.40208;2410273;25;68
TOYOTA AURIS;2007;1690636;2577;;B_TOURISME_STANDARD;0.31598;632807;24;38
TOYOTA AVENSIS;2007;1719498;2621;;B_TOURISME_STANDARD;0.31598;641927;24;42
TOYOTA AVENSIS VERSO;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;24;83
KIA SPORTAGE;2013;4109387;6264;;A_TOURISME_13CV_PLUS;0.40208;1750902;23;78
LEXUS RX 350;2007;3246799;4949;;A_TOURISME_13CV_PLUS;0.40208;1404073;23;65
TOYOTA CAMRY;2009;3086089;4704;;A_TOURISME_13CV_PLUS;0.40208;1339455;23;39
TOYOTA COROLLA VERSO;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;23;61
PONTIAC VIBE;2006;1589844;2423;;B_TOURISME_STANDARD;0.31598;600959;22;23
PONTIAC VIBE;2009;2551482;3889;;B_TOURISME_STANDARD;0.31598;904817;22;45
TOYOTA RAV 4;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;22;77
TOYOTA RAV 4;2014;5995272;9139;;A_TOURISME_13CV_PLUS;0.40208;2509179;22;45
TOYOTA RAV4;2008;3400950;5184;;A_TOURISME_13CV_PLUS;0.40208;1466054;22;36
TOYOTA RAV4;2009;4063469;6194;;A_TOURISME_13CV_PLUS;0.40208;1732440;22;41
TOYOTA COROLLA;2011;2656435;4049;;B_TOURISME_STANDARD;0.31598;937980;21;29
TOYOTA COROLLA;2013;3400949;5184;;B_TOURISME_STANDARD;0.31598;1173232;21;38
TOYOTA MATRIX;2008;2249740;3429;;B_TOURISME_STANDARD;0.31598;809473;21;33
TOYOTA RAV4;2005;1720380;2622;;A_TOURISME_13CV_PLUS;0.40208;790330;21;57
TOYOTA YARIS;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;21;71
VOLKSWAGEN PASSAT;1995;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;21;76
HONDA JAZZ;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;20;50
LEXUS RX 350;2008;4129065;6294;;A_TOURISME_13CV_PLUS;0.40208;1758814;20;40
TOYOTA AVENSIS VERSO;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;20;80
MERCEDES BENZ ML350;2013;7553177;11514;;A_TOURISME_13CV_PLUS;0.40208;3135581;19;63
PONTIAC VIBE;2007;1919792;2926;;B_TOURISME_STANDARD;0.31598;705216;19;47
TOYOTA AVENSIS;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;19;58
TOYOTA AVENSIS VERSO;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;19;58
TOYOTA CARINA;1997;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;19;58
TOYOTA VENZA;2010;4220900;6434;;A_TOURISME_13CV_PLUS;0.40208;1795739;19;47
TOYOTA YARIS;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;19;74
HONDA JAZZ;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;18;39
HYUNDAI TUCSON;2014;4732549;7214;;A_TOURISME_13CV_PLUS;0.40208;2001463;18;61
MERCEDES BENZ ML350;2012;6749626;10289;;A_TOURISME_13CV_PLUS;0.40208;2812490;18;33
TOYOTA HIGHLANDER;2013;8963491;13664;;A_TOURISME_13CV_PLUS;0.40208;3702640;18;44
HONDA CR V;2008;2932594;4470;;A_TOURISME_13CV_PLUS;0.40208;1277737;17;47
HONDA JAZZ;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;17;65
KIA SORENTO;2013;5076928;7739;;A_TOURISME_13CV_PLUS;0.40208;2139931;17;53
NISSAN ALMERA TINO;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;17;71
NISSAN PRIMERA;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;17;65
OPEL ASTRA;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;17;76
TOYOTA COROLLA;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;17;76
TOYOTA COROLLA VERSO;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;17;59
LEXUS RX350;2008;4129065;6294;;A_TOURISME_13CV_PLUS;0.40208;1758814;16;44
PONTIAC VIBE;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;16;69
RENAULT TRUCK;1994;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;16;75
TOYOTA AURIS;2008;2038295;3107;;B_TOURISME_STANDARD;0.31598;742660;16;56
TOYOTA COROLLA VERSO;2009;2251482;3432;;B_TOURISME_STANDARD;0.31598;810023;16;38
TOYOTA HIGHLANDER;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;16;75
TOYOTA MATRIX;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;16;88
TOYOTA RAV4;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;16;75
VOLKSWAGEN PASSAT;1994;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;16;62
HYUNDAI TUCSON;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;15;47
HYUNDAI TUCSON;2007;2058856;3138;;B_TOURISME_STANDARD;0.31598;749157;15;47
NISSAN PRIMERA;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;15;87
PONTIAC VIBE;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;15;73
TOYOTA CAMRY;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;15;80
TOYOTA RAV4;2010;4220900;6434;;A_TOURISME_13CV_PLUS;0.40208;1795739;15;53
TOYOTA VENZA;2011;4912938;7489;;A_TOURISME_13CV_PLUS;0.40208;2073994;15;60
TOYOTA YARIS;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;15;67
HYUNDAI SANTA FE;2010;3273038;4989;;A_TOURISME_13CV_PLUS;0.40208;1414623;14;50
HYUNDAI TUCSON;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;14;36
TOYOTA COROLLA;2012;3148405;4799;;B_TOURISME_STANDARD;0.31598;1093433;14;21
TOYOTA MATRIX;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;14;93
TOYOTA RAV4;2015;6880818;10489;;A_TOURISME_13CV_PLUS;0.40208;2865239;14;43
HONDA JAZZ;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;13;69
LEXUS RX350;2011;7126803;10864;;A_TOURISME_13CV_PLUS;0.40208;2964145;13;38
NISSAN ALMERA;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;13;69
NISSAN QASHQAI;2007;2199661;3353;;B_TOURISME_STANDARD;0.31598;793649;13;62
RENAULT TRUCK;1989;2500001;;OUI;C_CAMION_BUS;0.23338;682050;13;62
TOYOTA CAMRY;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;13;77
TOYOTA COROLLA;2015;4912938;7489;;B_TOURISME_STANDARD;0.31598;1650990;13;23
TOYOTA HIGHLANDER;2014;8865099;13514;;A_TOURISME_13CV_PLUS;0.40208;3663079;13;31
TOYOTA RAV 4;2011;4912938;7489;;A_TOURISME_13CV_PLUS;0.40208;2073994;13;46
TOYOTA RAV 4;2015;6880818;10489;;A_TOURISME_13CV_PLUS;0.40208;2865239;13;38
TOYOTA SIENNA;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;13;77
HONDA JAZZ;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;12;67
HYUNDAI TUCSON;2008;2423569;3694;;B_TOURISME_STANDARD;0.31598;864399;12;42
MAZDA 3;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;12;83
NISSAN JUKE;2012;3322235;5064;;B_TOURISME_STANDARD;0.31598;1148360;12;25
NISSAN PRIMERA;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;12;92
TOYOTA AURIS;2009;2261320;3447;;B_TOURISME_STANDARD;0.31598;813132;12;42
TOYOTA CAMRY;2003;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;12;92
TOYOTA RAV 4;2012;4683352;7139;;A_TOURISME_13CV_PLUS;0.40208;1981682;12;42
TOYOTA YARIS;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;12;92
TOYOTA YARIS;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;12;50
TOYOTA YARIS;2011;2380932;3629;;B_TOURISME_STANDARD;0.31598;850927;12;25
HONDA CR V;2007;2190048;3338;;A_TOURISME_13CV_PLUS;0.40208;979174;11;36
HYUNDAI ELANTRA;2013;3368154;5134;;B_TOURISME_STANDARD;0.31598;1162869;11;18
HYUNDAI TUCSON;2009;2600679;3964;;B_TOURISME_STANDARD;0.31598;920363;11;45
KIA SPORTAGE;2017;7225197;11014;;A_TOURISME_13CV_PLUS;0.40208;3003707;11;73
LEXUS RX 350;2011;7126803;10864;;A_TOURISME_13CV_PLUS;0.40208;2964145;11;64
LEXUS RX350;2007;3246799;4949;;A_TOURISME_13CV_PLUS;0.40208;1404073;11;36
MAZDA 626;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;11;55
NISSAN ALMERA;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;11;45
NISSAN ALMERA TINO;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;11;55
OPEL ASTRA;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;11;73
OPEL ZAFIRA;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;11;73
PONTIAC VIBE;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;11;82
RENAULT TRUCK;1999;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;11;45
TOYOTA AVENSIS;2008;2074373;3162;;B_TOURISME_STANDARD;0.31598;754060;11;18
TOYOTA HIGHLANDER;2015;12341685;18814;;A_TOURISME_13CV_PLUS;0.40208;5060945;11;55
TOYOTA VENZA;2013;5749287;8764;;A_TOURISME_13CV_PLUS;0.40208;2410273;11;36
TOYOTA YARIS VERSO;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;11;82
HYUNDAI TUCSON;2015;5798484;8839;;A_TOURISME_13CV_PLUS;0.40208;2430054;10;30
HYUNDAI TUCSON;2017;7717167;11764;;B_TOURISME_STANDARD;0.31598;2537070;10;40
MAZDA 6;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;10;70
NISSAN JUKE;2011;3027052;4614;;B_TOURISME_STANDARD;0.31598;1055088;10;20
NISSAN PRIMERA;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;10;100
NISSAN PRIMERA;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;10;60
NISSAN QASHQAI;2009;2750011;4192;;B_TOURISME_STANDARD;0.31598;967548;10;40
OPEL ASTRA;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;10;50
RENAULT TRUCK;1990;2500001;;OUI;C_CAMION_BUS;0.23338;682050;10;90
RENAULT TRUCK;1995;2500001;;OUI;C_CAMION_BUS;0.23338;682050;10;60
RENAULT TRUCK;2005;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;10;40
TOYOTA PREVIA;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;10;60
HYUNDAI SONATA;2011;2659715;4054;;A_TOURISME_13CV_PLUS;0.40208;1168018;9;44
MAZDA 3;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;9;67
MERCEDES GLK 350;2013;5519701;8414;;A_TOURISME_13CV_PLUS;0.40208;2317961;9;33
NISSAN ALMERA;2002;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;9;78
NISSAN ROGUE;2009;2863063;4364;;A_TOURISME_13CV_PLUS;0.40208;1249780;9;22
NISSAN ROGUE;2011;3338633;5089;;A_TOURISME_13CV_PLUS;0.40208;1440998;9;33
NISSAN X TRAIL;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;9;67
PONTIAC VIBE;2008;2249740;3429;;B_TOURISME_STANDARD;0.31598;809473;9;56
RENAULT TRUCK;1998;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;9;67
RENAULT TRUCK;2002;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;9;56
SCANIA TRUCK;1995;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;9;67
SCANIA TRUCK;1996;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;9;44
TOYOTA COROLLA;2008;2374372;3619;;B_TOURISME_STANDARD;0.31598;848854;9;11
TOYOTA RAV4;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;9;78
TOYOTA RAV4;2014;5995272;9139;;A_TOURISME_13CV_PLUS;0.40208;2509179;9;67
TOYOTA SIENNA;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;9;44
CITROEN C25;1989;1500001;;OUI;C_CAMION_BUS;0.23338;448670;8;88
CITROEN C25;1992;1500003;;OUI;C_CAMION_BUS;0.23338;448671;8;38
CITROEN C25;1993;1500001;;OUI;C_CAMION_BUS;0.23338;448670;8;88
HYUNDAI SANTA FE;2009;2613798;3984;;A_TOURISME_13CV_PLUS;0.40208;1149556;8;25
KIA SORENTO;2014;5814883;8864;;A_TOURISME_13CV_PLUS;0.40208;2436648;8;75
KIA SPORTAGE;2014;4420968;6739;;A_TOURISME_13CV_PLUS;0.40208;1876183;8;38
MAZDA 3;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;8;100
MERCEDES BENZ ML350;2014;8930693;13614;;A_TOURISME_13CV_PLUS;0.40208;3689453;8;38
MERCEDES GLK 350;2010;3643655;5554;;A_TOURISME_13CV_PLUS;0.40208;1563641;8;38
NISSAN ALMERA;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;8;62
NISSAN JUKE;2013;3587898;5469;;B_TOURISME_STANDARD;0.31598;1232304;8;25
PEUGEOT J5;1989;1500001;;OUI;C_CAMION_BUS;0.23338;448670;8;75
RENAULT KANGOO;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;8;100
RENAULT KANGOO;2004;1500001;;OUI;C_CAMION_BUS;0.23338;448670;8;88
RENAULT TRUCK;1991;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;8;62
RENAULT TRUCK;2001;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;8;75
RENAULT TRUCK;2003;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;8;50
TOYOTA AURIS;2010;2756571;4202;;B_TOURISME_STANDARD;0.31598;969621;8;75
TOYOTA AYGO;2008;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;8;62
TOYOTA COROLLA;2017;6585635;10039;;B_TOURISME_STANDARD;0.31598;2179529;8;25
TOYOTA RAV 4;2017;10341007;15764;;A_TOURISME_13CV_PLUS;0.40208;4256512;8;38
TOYOTA RAV4;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;8;88
TOYOTA RAV4;2011;4912938;7489;;A_TOURISME_13CV_PLUS;0.40208;2073994;8;38
TOYOTA VERSO;2009;2366275;3607;;B_TOURISME_STANDARD;0.31598;846296;8;25
TOYOTA VERSO;2011;3071432;4682;;B_TOURISME_STANDARD;0.31598;1069111;8;50
TOYOTA YARIS;2012;2482606;3784;;B_TOURISME_STANDARD;0.31598;883054;8;50
HONDA CR V;2013;5372110;8189;;A_TOURISME_13CV_PLUS;0.40208;2258618;7;71
HONDA JAZZ;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;43
HYUNDAI SANTA FE;2011;3578059;5454;;A_TOURISME_13CV_PLUS;0.40208;1537266;7;43
KIA SPORTAGE;2009;2512124;3829;;B_TOURISME_STANDARD;0.31598;892381;7;57
LEXUS RX350;2013;8996289;13714;;A_TOURISME_13CV_PLUS;0.40208;3715828;7;57
MAZDA 5;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;71
MAZDA 5;2008;1972698;3007;;B_TOURISME_STANDARD;0.31598;721933;7;57
NISSAN PRIMERA;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;86
NISSAN ROGUE;2008;2974576;4534;;A_TOURISME_13CV_PLUS;0.40208;1294618;7;43
NISSAN X TRAIL;2005;1566003;2387;;A_TOURISME_13CV_PLUS;0.40208;728258;7;43
OPEL ZAFIRA;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;43
OPEL ZAFIRA;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;71
PEUGEOT J5;1987;1500001;;OUI;C_CAMION_BUS;0.23338;448670;7;57
PEUGEOT J5;1990;1500001;;OUI;C_CAMION_BUS;0.23338;448670;7;57
PEUGEOT J9;1989;1500001;;OUI;C_CAMION_BUS;0.23338;448670;7;43
RENAULT TRUCK;1992;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;7;43
RENAULT TRUCK;2004;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;7;71
TOYOTA CAMRY;2013;3400949;5184;;A_TOURISME_13CV_PLUS;0.40208;1466054;7;57
TOYOTA HIGHLANDER;2017;15916667;24264;;A_TOURISME_13CV_PLUS;0.40208;6498373;7;57
TOYOTA MATRIX;2012;3696132;5634;;B_TOURISME_STANDARD;0.31598;1266504;7;29
TOYOTA MATRIX;2013;4191382;6389;;B_TOURISME_STANDARD;0.31598;1422993;7;43
TOYOTA PREVIA;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;57
TOYOTA RAV 4;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;86
TOYOTA RAV 4;2016;8077945;12314;;A_TOURISME_13CV_PLUS;0.40208;3346580;7;43
TOYOTA RAV4;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;71
TOYOTA SIENNA;2011;3407681;5194;;A_TOURISME_13CV_PLUS;0.40208;1468760;7;29
TOYOTA VENZA;2012;4535761;6914;;A_TOURISME_13CV_PLUS;0.40208;1922339;7;29
TOYOTA YARIS;2013;3259918;4969;;B_TOURISME_STANDARD;0.31598;1128669;7;29
VW PASSAT;1996;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;7;57
BMW 318;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;67
HONDA RIDGELINE;2006;1872565;2854;;C_CAMION_BUS;0.23338;535619;6;17
HYUNDAI ELANTRA;2012;2863062;4364;;B_TOURISME_STANDARD;0.31598;1003270;6;33
HYUNDAI SANTA FE;2007;1926781;2937;;A_TOURISME_13CV_PLUS;0.40208;873320;6;33
HYUNDAI SANTA FE;2015;6815224;10389;;A_TOURISME_13CV_PLUS;0.40208;2838865;6;33
KIA OPTIMA;2013;3387831;5164;;A_TOURISME_13CV_PLUS;0.40208;1460779;6;33
KIA SPORTAGE;2015;5109726;7789;;A_TOURISME_13CV_PLUS;0.40208;2153119;6;33
LEXUS RX 350;2009;5011332;7639;;A_TOURISME_13CV_PLUS;0.40208;2113556;6;83
LEXUS RX300;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;6;50
MAZDA 3;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;83
MAZDA PREMACY;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;100
MERCEDES GLA 250;2015;9357067;14264;;B_TOURISME_STANDARD;0.31598;3055246;6;33
NISSAN PRIMERA;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;50
NISSAN ROGUE;2010;3184483;4854;;A_TOURISME_13CV_PLUS;0.40208;1379017;6;33
NISSAN ROGUE;2012;3660054;5579;;A_TOURISME_13CV_PLUS;0.40208;1570235;6;33
OPEL ASTRA;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;50
PEUGEOT J9;1988;1500001;;OUI;C_CAMION_BUS;0.23338;448670;6;83
PEUGEOT J9;1990;1500001;;OUI;C_CAMION_BUS;0.23338;448670;6;83
PONTIAC VIBE;2010;2941778;4484;;B_TOURISME_STANDARD;0.31598;1028143;6;50
RENAULT TRUCK;1997;2500001;;OUI;C_CAMION_BUS;0.23338;682050;6;83
SCANIA TRUCK;1992;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;6;33
SCION XD;2008;2374372;3619;;B_TOURISME_STANDARD;0.31598;848854;6;17
TOYOTA AVENSIS VERSO;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;67
TOYOTA CAMRY;2002;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;6;100
TOYOTA CAMRY;2006;1694142;2582;;A_TOURISME_13CV_PLUS;0.40208;779781;6;67
TOYOTA HIGHLANDER;2016;11029767;16814;;A_TOURISME_13CV_PLUS;0.40208;4533449;6;33
TOYOTA PICNIC;2000;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;50
TOYOTA PREVIA;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;67
TOYOTA PREVIA;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;67
TOYOTA RAV4;2016;8077945;12314;;A_TOURISME_13CV_PLUS;0.40208;3346580;6;33
TOYOTA SIENNA;2006;1690206;2576;;A_TOURISME_13CV_PLUS;0.40208;778198;6;33
TOYOTA YARIS VERSO;2002;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;33
TOYOTA YARIS VERSO;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;100
VOLKSWAGEN PASSAT;1997;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;6;67
BMW 318;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;60
CITROEN C25;1991;1500001;;OUI;C_CAMION_BUS;0.23338;448670;5;100
HONDA ACCORD;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;80
HONDA CR V;2009;3250079;4954;;A_TOURISME_13CV_PLUS;0.40208;1405392;5;40
HONDA CR V;2012;4748950;7239;;A_TOURISME_13CV_PLUS;0.40208;2008058;5;20
HONDA JAZZ;2008;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;80
JEEP WRANGLER;2008;2754829;4199;;A_TOURISME_13CV_PLUS;0.40208;1206262;5;40
KIA SPORTAGE;2008;2594119;3954;;B_TOURISME_STANDARD;0.31598;918290;5;60
LEXUS ES 350;2007;2636756;4019;;A_TOURISME_13CV_PLUS;0.40208;1158787;5;40
LEXUS RX 350;2013;8537117;13014;;A_TOURISME_13CV_PLUS;0.40208;3531204;5;40
LEXUS RX 350;2017;17359781;26464;;A_TOURISME_13CV_PLUS;0.40208;7078621;5;60
LEXUS RX350;2012;7077606;10789;;A_TOURISME_13CV_PLUS;0.40208;2944364;5;40
MAZDA 3;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;60
MAZDA CX5;2013;5913276;9014;;B_TOURISME_STANDARD;0.31598;1967077;5;40
MERCEDES BENZ GLC300;2017;13194435;20114;;B_TOURISME_STANDARD;0.31598;4267778;5;40
MERCEDES BENZ ML 350;2012;6749628;10289;;A_TOURISME_13CV_PLUS;0.40208;2812490;5;20
MERCEDES BENZ ML350;2015;12407281;18914;;A_TOURISME_13CV_PLUS;0.40208;5087320;5;40
NISSAN ALMERA;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;60
NISSAN SERENA;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;100
NISSAN X TRAIL;2004;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;5;40
OPEL ASTRA;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;60
OPEL ZAFIRA;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;5;80
PEUGEOT J5;1992;1500001;;OUI;C_CAMION_BUS;0.23338;448670;5;40
PEUGEOT J9;1980;1500001;;OUI;C_CAMION_BUS;0.23338;448670;5;80
PEUGEOT J9;1981;1500000;;OUI;C_CAMION_BUS;0.23338;448670;5;80
PEUGEOT J9;1987;1500001;;OUI;C_CAMION_BUS;0.23338;448670;5;40
